state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
14,1991,9.1,3,0,3535.2423,0,24,11,0,3.5352423
14,1991,9.1,3,1,8578.8546,0,34,7,0,8.5788546
14,1991,9.1,0,0,102398.29,94273.128,53,10,1,8.1251652
14,1991,9.1,0,0,40223.987,35616.388,46,3,1,4.6075991
14,1991,9.1,2,0,52557.269,47431.167,22,3,1,5.1261013
14,1991,9.1,0,1,14140.969,14140.969,41,0,1,0
14,1991,9.1,0,0,18898.227,18560.022,22,11,1,.33820485
15,1991,8.6,0,1,12255.507,12255.507,21,3,1,0
15,1991,8.6,0,0,10978.106,10624.581,27,9,1,.35352423
15,1991,8.6,0,1,0,0,20,7,0,0
15,1991,8.6,3,1,10591.586,5361.7841,30,11,1,5.2298018
15,1991,8.6,1,0,45506.817,34294.207,50,7,1,11.21261
15,1991,8.6,0,0,24690.132,14247.026,21,11,1,10.443106
15,1991,8.6,0,0,128229.13,107471.37,28,7,0,20.757764
15,1991,8.6,0,0,9073.7885,8917.0595,22,11,1,.15672907
15,1991,8.6,0,1,11094.769,11094.769,22,10,1,0
15,1991,8.6,1,1,13070.969,12685.628,24,7,1,.38534141
15,1991,8.6,1,1,4525.1101,0,26,3,0,4.5251101
15,1991,8.6,2,0,7834.0969,0,28,9,0,7.8340969
15,1991,8.6,0,1,21178.458,20589.251,37,7,1,.58920705
15,1991,8.6,2,0,8541.1454,0,30,10,0,8.5411454
15,1991,8.6,2,0,8187.6211,0,34,10,0,8.1876211
16,1991,6.8,1,1,13787.445,13787.445,31,11,1,0
16,1991,6.8,0,1,85783.833,78477.665,51,7,1,7.3061674
16,1991,6.8,1,1,7763.3921,0,20,11,0,7.7633921
16,1991,6.8,2,1,8248.8987,4713.6564,26,11,1,3.5352423
16,1991,6.8,2,1,24247.048,20033.04,41,7,1,4.2140088
16,1991,6.8,1,0,37355.727,37355.727,20,11,1,0
16,1991,6.8,2,0,5016.5088,0,26,10,0,5.0165088
16,1991,6.8,2,1,9439.0969,9427.3128,28,9,1,.01178414
16,1991,6.8,1,1,5755.3744,0,29,7,0,5.7553744
16,1991,6.8,0,0,25335.903,24746.696,51,10,1,.58920705
16,1991,6.8,0,0,1767.6211,0,42,7,0,1.7676211
16,1991,6.8,3,0,11312.775,0,25,11,0,11.312775
16,1991,6.8,0,1,15404.229,7188.326,42,10,1,8.2159031
16,1991,6.8,0,0,31699.339,30638.767,28,11,1,1.0605727
16,1991,6.8,0,1,17096.432,17096.432,46,11,1,0
16,1991,6.8,1,1,13568.26,13568.26,52,7,1,0
16,1991,6.8,3,1,9474.4493,0,22,11,0,9.4744493
16,1991,6.8,1,1,7636.1233,0,23,11,0,7.6361233
21,1991,7.3,2,0,7356.8392,392.41189,23,10,1,6.9644273
21,1991,7.3,0,1,41244.493,41244.493,46,11,1,0
21,1991,7.3,0,1,86318.833,80132.159,51,11,1,6.186674
21,1991,7.3,2,1,4157.4449,0,26,11,0,4.1574449
21,1991,7.3,2,1,5317.0044,0,26,11,0,5.3170044
21,1991,7.3,0,1,2445.2093,0,40,10,0,2.4452093
21,1991,7.3,3,1,48197.137,41244.493,47,11,1,6.9526432
21,1991,7.3,2,1,10238.062,0,45,7,0,10.238062
21,1991,7.3,2,1,5727.0925,0,28,7,0,5.7270925
21,1991,7.3,3,1,10414.824,0,30,9,0,10.414824
21,1991,7.3,4,1,6193.7445,1649.7797,30,0,1,4.5439648
21,1991,7.3,0,1,25645.826,19684.229,46,7,0,5.9615969
21,1991,7.3,2,1,7629.0529,0,30,7,0,7.6290529
21,1991,7.3,0,0,36530.837,36530.837,20,11,1,0
21,1991,7.3,1,1,10652.863,10605.727,49,11,1,.04713656
21,1991,7.3,0,0,1683.9537,0,52,0,0,1.6839537
21,1991,7.3,2,0,7306.1674,7306.1674,23,10,1,0
21,1991,7.3,2,1,8145.1982,0,29,7,0,8.1451982
21,1991,7.3,0,1,0,0,30,0,0,0
21,1991,7.3,3,1,8739.1189,0,35,7,0,8.7391189
21,1991,7.3,2,1,7466.4317,0,32,7,0,7.4664317
21,1991,7.3,2,1,6617.9736,0,25,7,0,6.6179736
21,1991,7.3,3,1,7659.6916,0,26,10,0,7.6596916
21,1991,7.3,3,1,5317.0044,0,37,7,0,5.3170044
21,1991,7.3,2,1,9531.0132,0,35,10,0,9.5310132
21,1991,7.3,1,1,11680.441,0,40,7,0,11.680441
21,1991,7.3,4,1,13601.256,0,37,7,0,13.601256
21,1991,7.3,1,1,7070.4846,0,23,7,0,7.0704846
21,1991,7.3,3,1,13716.74,1319.8238,33,11,0,12.396916
21,1991,7.3,0,1,8625.9912,0,52,10,0,8.6259912
21,1991,7.3,0,1,4713.6564,0,44,11,0,4.7136564
21,1991,7.3,1,0,96335.352,96040.749,25,11,1,.29460352
21,1991,7.3,3,1,8739.1189,0,36,11,0,8.7391189
21,1991,7.3,0,1,0,0,49,10,0,0
21,1991,7.3,2,1,4100.8811,0,33,7,0,4.1008811
21,1991,7.3,0,0,12062.247,0,46,9,0,12.062247
21,1991,7.3,0,0,23568.282,23568.282,45,10,1,0
21,1991,7.3,1,0,36177.313,30638.767,27,10,1,5.5385463
21,1991,7.3,4,0,0,0,32,7,0,0
21,1991,7.3,1,1,6257.3789,0,40,10,0,6.2573789
21,1991,7.3,0,0,5892.0705,5892.0705,23,11,1,0
21,1991,7.3,6,1,595.09912,0,33,3,0,.59509912
21,1991,7.3,3,1,3464.5374,0,26,7,0,3.4645374
21,1991,7.3,1,1,6740.5286,0,22,10,0,6.7405286
21,1991,7.3,0,1,54360.242,46547.357,31,7,1,7.8128855
21,1991,7.3,1,1,6617.9736,0,30,11,0,6.6179736
21,1991,7.3,0,0,24746.696,24746.696,36,11,1,0
21,1991,7.3,1,1,2941.3216,0,21,9,0,2.9413216
21,1991,7.3,2,1,39106.85,14140.969,38,7,1,24.965881
21,1991,7.3,6,0,11312.775,0,33,10,0,11.312775
21,1991,7.3,3,1,4327.1366,0,27,9,0,4.3271366
21,1991,7.3,2,1,472.54405,0,32,11,0,.47254405
21,1991,7.3,3,0,8370.2753,4124.4493,32,11,1,4.245826
21,1991,7.3,0,1,56601.586,47513.656,36,11,1,9.0879295
21,1991,7.3,2,1,7127.0485,0,33,9,0,7.1270485
21,1991,7.3,2,0,32630.286,9919.8899,22,9,0,22.710396
21,1991,7.3,0,0,40490.308,40066.079,47,11,1,.42422907
21,1991,7.3,0,0,15368.877,15319.383,47,11,1,.04949339
21,1991,7.3,0,0,29328.37,2451.1013,30,0,0,26.877269
21,1991,7.3,2,0,17676.211,17676.211,45,11,1,0
21,1991,7.3,1,1,7108.1938,0,30,9,0,7.1081938
21,1991,7.3,4,0,5656.3877,0,37,9,0,5.6563877
21,1991,7.3,2,1,13651.927,942.73128,39,10,1,12.709196
21,1991,7.3,0,1,7966.0793,7966.0793,48,11,1,0
21,1991,7.3,1,1,13551.762,4124.4493,40,0,1,9.4273128
21,1991,7.3,0,1,61638.128,49587.665,45,7,0,12.050463
21,1991,7.3,0,1,30049.559,30049.559,45,7,1,0
21,1991,7.3,0,0,14036.09,13222.985,23,11,1,.81310573
21,1991,7.3,1,0,4157.4449,0,43,10,0,4.1574449
21,1991,7.3,0,0,14140.969,14140.969,33,7,1,0
21,1991,7.3,1,1,11850.132,4713.6564,29,3,0,7.1364758
21,1991,7.3,0,1,6009.9119,0,29,10,0,6.0099119
21,1991,7.3,1,1,39283.612,17676.211,49,3,1,21.607401
21,1991,7.3,0,1,5656.3877,5656.3877,53,0,1,0
21,1991,7.3,1,1,3871.0903,0,36,11,0,3.8710903
21,1991,7.3,3,1,3224.141,0,35,11,0,3.224141
21,1991,7.3,4,1,10841.41,10841.41,37,11,1,0
21,1991,7.3,2,1,8145.1982,0,35,7,0,8.1451982
21,1991,7.3,0,0,8248.8987,0,51,3,0,8.2488987
21,1991,7.3,1,1,20016.542,19945.837,43,3,1,.07070485
21,1991,7.3,3,1,5727.0925,0,29,10,0,5.7270925
21,1991,7.3,6,1,1696.9163,0,29,10,0,1.6969163
21,1991,7.3,2,1,2916.5749,0,20,10,0,2.9165749
21,1991,7.3,2,1,7339.163,0,32,7,0,7.339163
21,1991,7.3,1,1,6257.3789,0,36,11,0,6.2573789
21,1991,7.3,4,1,4228.1498,0,29,3,0,4.2281498
21,1991,7.3,1,0,4060.815,1703.9868,24,11,1,2.3568282
21,1991,7.3,2,1,7607.8414,0,39,0,0,7.6078414
21,1991,7.3,1,1,4383.7004,0,52,11,0,4.3837004
21,1991,7.3,3,1,29130.396,29130.396,51,10,1,0
21,1991,7.3,0,1,3308.9868,0,37,11,0,3.3089868
21,1991,7.3,2,1,11029.956,0,29,11,0,11.029956
21,1991,7.3,0,1,10742.423,9780.837,25,11,1,.9615859
21,1991,7.3,2,1,15182.687,9427.3128,40,10,1,5.7553744
21,1991,7.3,2,0,20622.247,17676.211,44,9,1,2.9460352
21,1991,7.3,4,1,15424.262,0,32,7,0,15.424262
21,1991,7.3,0,0,18253.634,0,34,7,0,18.253634
21,1991,7.3,2,0,1414.0969,0,26,11,0,1.4140969
21,1991,7.3,0,1,12962.555,0,23,10,0,12.962555
21,1991,7.3,3,1,6184.3172,0,29,10,0,6.1843172
21,1991,7.3,2,0,62563.183,22272.026,44,7,0,40.291156
21,1991,7.3,2,1,10860.264,3535.2423,42,11,1,7.325022
21,1991,7.3,0,1,0,0,20,9,0,0
21,1991,7.3,3,1,12962.555,12962.555,40,11,1,0
21,1991,7.3,1,1,4553.3921,0,21,10,0,4.5533921
21,1991,7.3,3,1,35795.507,21211.454,33,10,0,14.584053
21,1991,7.3,0,1,71311.729,71081.938,48,7,0,.22979075
21,1991,7.3,0,0,1923.1718,0,28,10,0,1.9231718
21,1991,7.3,0,1,7127.0485,0,33,7,0,7.1270485
21,1991,7.3,1,0,26804.207,15319.383,35,11,1,11.484824
21,1991,7.3,0,0,6151.3216,0,23,11,0,6.1513216
21,1991,7.3,1,0,96335.352,96040.749,22,11,1,.29460352
21,1991,7.3,3,0,4609.9559,0,36,7,0,4.6099559
21,1991,7.3,0,1,6009.9119,0,20,11,0,6.0099119
21,1991,7.3,5,1,8248.8987,8248.8987,33,7,1,0
21,1991,7.3,0,1,0,0,35,7,0,0
21,1991,7.3,0,1,19632.379,0,28,9,0,19.632379
21,1991,7.3,3,1,13872.291,8838.1057,31,11,1,5.034185
21,1991,7.3,1,0,11199.648,0,35,9,0,11.199648
21,1991,7.3,2,1,2653.7885,0,40,11,0,2.6537885
21,1991,7.3,3,1,9191.63,0,34,10,0,9.19163
21,1991,7.3,1,1,6617.9736,0,26,10,0,6.6179736
21,1991,7.3,0,1,6080.6167,0,53,11,0,6.0806167
21,1991,7.3,2,1,22484.141,21211.454,48,7,0,1.2726872
21,1991,7.3,0,1,17204.846,12962.555,26,11,0,4.2422907
21,1991,7.3,2,1,4694.8018,0,24,10,0,4.6948018
21,1991,7.3,1,1,18241.85,0,21,11,0,18.24185
21,1991,7.3,2,0,7403.9758,0,53,7,0,7.4039758
21,1991,7.3,2,1,32630.286,9919.8899,41,7,1,22.710396
21,1991,7.3,2,1,2771.63,0,27,10,0,2.77163
21,1991,7.3,0,0,5522.0485,0,45,7,0,5.5220485
21,1991,7.3,0,1,4949.3392,707.04846,45,7,0,4.2422907
21,1991,7.3,1,1,434.8348,434.8348,29,9,1,0
21,1991,7.3,4,1,7322.6652,0,42,3,0,7.3226652
21,1991,7.3,3,1,8625.9912,0,38,10,0,8.6259912
21,1991,7.3,1,1,14140.969,14140.969,35,11,1,0
21,1991,7.3,3,1,2592.511,0,27,10,0,2.592511
21,1991,7.3,1,1,8032.0705,4242.2907,20,10,1,3.7897797
21,1991,7.3,0,1,22656.189,21965.639,42,7,1,.69055066
21,1991,7.3,3,1,12472.335,0,48,7,0,12.472335
21,1991,7.3,0,1,17204.846,12962.555,50,9,0,4.2422907
21,1991,7.3,0,0,13476.344,9175.1322,53,11,1,4.3012115
21,1991,7.3,0,1,7720.9692,7720.9692,54,7,1,0
21,1991,7.3,2,1,5517.3348,0,54,0,0,5.5173348
21,1991,7.3,3,0,17732.775,0,23,10,0,17.732775
21,1991,7.3,0,1,7070.4846,7070.4846,48,10,1,0
21,1991,7.3,5,1,8484.5815,0,34,3,0,8.4845815
21,1991,7.3,0,1,3770.9251,3770.9251,39,7,1,0
21,1991,7.3,0,1,7669.1189,0,40,7,0,7.6691189
21,1991,7.3,1,1,14730.176,14730.176,42,7,1,0
21,1991,7.3,1,1,8597.7093,0,50,7,0,8.5977093
21,1991,7.3,0,1,10742.423,9780.837,44,10,1,.9615859
21,1991,7.3,2,1,22389.868,22389.868,25,11,1,0
21,1991,7.3,2,1,7565.4185,0,35,11,0,7.5654185
21,1991,7.3,1,0,11818.315,0,30,11,0,11.818315
21,1991,7.3,0,0,50907.489,50671.806,21,7,0,.23568282
21,1991,7.3,1,1,1696.9163,0,22,11,0,1.6969163
21,1991,7.3,0,1,8527.0044,2391.0022,50,7,1,6.1360022
21,1991,7.3,0,1,47052.896,31993.943,33,7,1,15.058954
21,1991,7.3,4,1,6834.8018,0,32,11,0,6.8348018
21,1991,7.3,1,1,6617.9736,0,30,9,0,6.6179736
21,1991,7.3,3,1,9427.3128,0,29,7,0,9.4273128
21,1991,7.3,1,1,6617.9736,0,49,10,0,6.6179736
21,1991,7.3,0,1,12491.189,0,50,7,0,12.491189
21,1991,7.3,0,0,11242.07,0,54,11,0,11.24207
21,1991,7.3,0,1,3111.0132,0,48,11,0,3.1110132
21,1991,7.3,2,1,9813.8326,0,38,9,0,9.8138326
21,1991,7.3,0,0,18296.057,0,53,7,0,18.296057
21,1991,7.3,0,1,6009.9119,0,22,9,0,6.0099119
21,1991,7.3,3,1,7056.3436,0,27,11,0,7.0563436
21,1991,7.3,0,1,6617.9736,0,37,9,0,6.6179736
21,1991,7.3,1,1,4906.9163,0,24,11,0,4.9069163
21,1991,7.3,0,1,32995.595,32995.595,54,7,1,0
21,1991,7.3,3,1,9799.6916,0,28,11,0,9.7996916
21,1991,7.3,2,0,22448.789,9427.3128,43,9,1,13.021476
21,1991,7.3,2,1,9700.7048,0,29,11,0,9.7007048
21,1991,7.3,0,0,8503.4361,0,34,9,0,8.5034361
21,1991,7.3,2,1,9427.3128,0,31,9,0,9.4273128
21,1991,7.3,0,0,61001.784,54207.048,29,11,1,6.7947357
21,1991,7.3,1,1,5392.4229,0,30,9,0,5.3924229
21,1991,7.3,1,1,0,0,29,11,0,0
21,1991,7.3,2,1,7070.4846,0,41,7,0,7.0704846
21,1991,7.3,2,1,6245.5947,0,31,10,0,6.2455947
21,1991,7.3,0,1,8838.1057,8838.1057,24,11,1,0
21,1991,7.3,3,1,9474.4493,0,21,10,0,9.4744493
21,1991,7.3,1,1,8955.9471,8955.9471,42,7,1,0
21,1991,7.3,3,0,21005.231,18854.626,32,11,1,2.1506057
21,1991,7.3,0,1,49128.084,41244.493,23,11,0,7.8835903
21,1991,7.3,0,1,6852.478,0,52,10,0,6.852478
21,1991,7.3,0,0,7183.6123,0,40,11,0,7.1836123
21,1991,7.3,0,1,19208.15,8248.8987,25,11,1,10.959251
21,1991,7.3,1,0,21211.454,21211.454,41,7,1,0
21,1991,7.3,1,0,4807.9295,0,41,11,0,4.8079295
21,1991,7.3,4,1,0,0,44,10,0,0
21,1991,7.3,0,0,8734.4053,8272.467,39,7,1,.46193833
21,1991,7.3,2,1,13207.665,6363.4361,34,11,1,6.8442291
21,1991,7.3,0,1,8831.0352,7063.4141,22,7,1,1.7676211
21,1991,7.3,1,0,14140.969,14140.969,49,10,1,0
21,1991,7.3,0,1,24069.108,20033.04,53,7,1,4.0360683
21,1991,7.3,0,1,32482.985,32296.795,51,9,1,.18618943
21,1991,7.3,0,1,0,0,20,10,0,0
21,1991,7.3,0,1,8640.1322,0,35,7,0,8.6401322
21,1991,7.3,1,1,2743.348,0,24,11,0,2.743348
21,1991,7.3,5,1,12500.617,0,35,7,0,12.500617
21,1991,7.3,0,0,21979.78,17677.39,21,10,0,4.3023899
21,1991,7.3,0,1,6009.9119,0,49,11,0,6.0099119
21,1991,7.3,1,1,36530.837,36530.837,26,7,1,0
21,1991,7.3,0,1,10266.344,0,47,7,0,10.266344
21,1991,7.3,4,1,7077.5551,0,33,9,0,7.0775551
21,1991,7.3,1,1,2121.1454,2121.1454,45,7,0,0
21,1991,7.3,0,1,17676.211,17676.211,44,7,1,0
21,1991,7.3,0,1,11784.141,11784.141,54,11,1,0
21,1991,7.3,0,0,28694.383,28281.938,34,10,1,.41244493
21,1991,7.3,1,0,0,0,28,7,0,0
21,1991,7.3,3,1,9630,0,27,11,0,9.63
21,1991,7.3,2,1,7452.2907,0,29,11,0,7.4522907
21,1991,7.3,0,0,0,0,33,10,0,0
21,1991,7.3,0,0,5892.0705,5892.0705,20,11,1,0
21,1991,7.3,4,1,10916.828,0,36,10,0,10.916828
21,1991,7.3,1,1,7070.4846,0,36,7,0,7.0704846
21,1991,7.3,3,1,13147.566,12962.555,39,7,1,.18501101
21,1991,7.3,0,1,41544.989,41244.493,45,7,0,.30049559
21,1991,7.3,1,1,6292.7313,0,27,9,0,6.2927313
21,1991,7.3,1,1,2187.1366,0,25,11,0,2.1871366
21,1991,7.3,1,0,53203.04,21211.454,37,10,0,31.991586
21,1991,7.3,3,1,10723.568,0,30,11,0,10.723568
21,1991,7.3,3,1,10860.264,0,33,11,0,10.860264
21,1991,7.3,2,1,19335.419,8248.8987,40,9,0,11.08652
21,1991,7.3,0,0,31777.115,17378.073,40,0,1,14.399042
21,1991,7.3,0,0,30285.242,30285.242,28,11,1,0
21,1991,7.3,3,1,4609.9559,0,34,0,0,4.6099559
21,1991,7.3,1,1,8201.7621,0,45,9,0,8.2017621
21,1991,7.3,2,1,23721.476,19479.185,21,7,1,4.2422907
21,1991,7.3,1,1,2121.1454,0,21,11,0,2.1211454
21,1991,7.3,4,1,9474.4493,0,36,9,0,9.4744493
21,1991,7.3,2,0,23602.456,17474.703,28,11,1,6.1277533
21,1991,7.3,0,1,47160.132,47136.564,50,10,1,.02356828
21,1991,7.3,1,1,11903.161,11784.141,41,9,1,.11901982
21,1991,7.3,1,1,13801.586,0,23,9,0,13.801586
21,1991,7.3,1,0,17322.687,17322.687,20,10,1,0
21,1991,7.3,2,1,85803.866,82488.987,32,7,1,3.3148789
21,1991,7.3,1,0,55551.619,45368.943,22,10,0,10.182676
21,1991,7.3,4,1,9842.1145,0,24,11,0,9.8421145
21,1991,7.3,0,0,4713.6564,4713.6564,41,10,0,0
21,1991,7.3,3,1,3398.5463,0,35,7,0,3.3985463
21,1991,7.3,0,1,17676.211,17676.211,21,11,1,0
21,1991,7.3,0,0,12663.238,1193.7335,31,3,1,11.469504
21,1991,7.3,0,0,49493.392,49493.392,45,11,1,0
21,1991,7.3,2,1,13198.238,13198.238,22,0,1,0
21,1991,7.3,0,1,25538.59,24511.013,50,7,1,1.0275771
21,1991,7.3,0,0,11435.33,0,29,3,0,11.43533
21,1991,7.3,0,1,33535.308,30638.767,42,7,1,2.8965419
21,1991,7.3,1,1,29460.352,29460.352,51,7,0,0
21,1991,7.3,0,1,15319.383,15319.383,47,7,1,0
21,1991,7.3,1,1,27820,21753.524,42,7,1,6.0664758
21,1991,7.3,0,1,6914.9339,0,29,9,0,6.9149339
21,1991,7.3,1,1,8597.7093,0,53,10,0,8.5977093
21,1991,7.3,4,1,61866.74,61277.533,42,7,1,.58920705
21,1991,7.3,0,1,14140.969,14140.969,38,11,0,0
21,1991,7.3,2,1,23721.476,19479.185,29,3,1,4.2422907
21,1991,7.3,1,1,5232.1586,0,45,11,0,5.2321586
21,1991,7.3,2,1,4355.4185,0,34,3,0,4.3554185
21,1991,7.3,2,1,4694.8018,0,29,11,0,4.6948018
21,1991,7.3,2,1,52059.978,51850.22,54,7,1,.20975771
21,1991,7.3,0,1,6757.0264,0,49,10,0,6.7570264
21,1991,7.3,3,1,6787.6652,0,35,11,0,6.7876652
21,1991,7.3,4,0,10987.533,0,34,9,0,10.987533
21,1991,7.3,0,0,58421.057,38887.665,46,7,0,19.533392
21,1991,7.3,3,1,0,0,46,7,0,0
21,1991,7.3,3,1,8173.4802,0,39,0,0,8.1734802
21,1991,7.3,1,1,18854.626,18854.626,22,10,1,0
21,1991,7.3,2,1,21211.454,21211.454,39,10,1,0
21,1991,7.3,0,0,12019.824,0,49,9,0,12.019824
21,1991,7.3,2,0,8809.8238,0,53,10,0,8.8098238
21,1991,7.3,1,1,8126.3436,6877.2247,23,7,1,1.2491189
21,1991,7.3,3,0,7716.2555,0,28,9,0,7.7162555
21,1991,7.3,4,1,8399.7357,0,38,11,0,8.3997357
21,1991,7.3,1,1,6617.9736,0,26,3,0,6.6179736
21,1991,7.3,0,0,24741.982,16556.718,27,11,0,8.1852643
21,1991,7.3,1,1,11850.132,4713.6564,24,3,1,7.1364758
21,1991,7.3,0,0,6295.0881,5892.0705,53,7,1,.40301762
21,1991,7.3,1,1,31646.311,31646.311,50,3,1,0
21,1991,7.3,2,1,8145.1982,0,36,11,0,8.1451982
21,1991,7.3,2,1,9700.7048,0,44,7,0,9.7007048
21,1991,7.3,0,0,95360.804,90737.885,40,10,0,4.6229185
21,1991,7.3,1,1,3535.2423,3535.2423,33,10,1,0
21,1991,7.3,3,1,10506.74,0,30,9,0,10.50674
21,1991,7.3,1,1,11784.141,11784.141,45,10,1,0
21,1991,7.3,1,1,27103.524,27103.524,41,11,1,0
21,1991,7.3,0,1,5682.3128,5656.3877,39,7,1,.02592511
21,1991,7.3,2,1,29460.352,29460.352,40,11,1,0
21,1991,7.3,0,1,10252.203,0,49,9,0,10.252203
21,1991,7.3,2,1,9531.0132,0,41,7,0,9.5310132
21,1991,7.3,1,1,0,0,22,7,0,0
21,1991,7.3,3,1,4842.1035,0,32,11,0,4.8421035
21,1991,7.3,0,1,17676.211,17676.211,37,11,1,0
21,1991,7.3,3,1,9700.7048,0,30,11,0,9.7007048
21,1991,7.3,4,0,1531.9383,0,26,11,0,1.5319383
21,1991,7.3,2,1,388.87665,0,35,10,0,.38887665
21,1991,7.3,0,1,15329.989,15319.383,44,7,1,.01060573
22,1991,6.7,0,1,7659.6916,7659.6916,39,11,1,0
22,1991,6.7,0,1,0,0,46,9,0,0
22,1991,6.7,0,0,58331.498,57742.291,23,7,1,.58920705
22,1991,6.7,1,1,11784.141,11784.141,24,10,1,0
22,1991,6.7,2,1,4553.3921,0,24,9,0,4.5533921
22,1991,6.7,2,0,27136.52,13575.33,39,9,1,13.561189
22,1991,6.7,0,0,22300.308,0,41,9,0,22.300308
22,1991,6.7,2,1,24746.696,24746.696,42,10,1,0
22,1991,6.7,0,0,31744.119,23862.885,29,11,1,7.8812335
22,1991,6.7,0,0,7541.8502,7541.8502,20,11,1,0
22,1991,6.7,0,1,45890.98,26390.584,22,11,1,19.500396
22,1991,6.7,2,1,5995.7709,0,39,9,0,5.9957709
22,1991,6.7,2,1,0,0,29,11,0,0
22,1991,6.7,0,1,18000.275,11194.934,48,7,1,6.8053414
22,1991,6.7,3,0,7254.3172,0,31,10,0,7.2543172
22,1991,6.7,0,1,2710.3524,2710.3524,49,7,0,0
22,1991,6.7,0,0,7836.4537,6834.8018,40,11,1,1.001652
22,1991,6.7,2,1,5578.6123,0,29,11,0,5.5786123
22,1991,6.7,0,1,11784.141,11784.141,54,9,0,0
22,1991,6.7,0,1,29936.432,28258.37,45,7,1,1.6780617
22,1991,6.7,0,1,16969.163,16969.163,52,10,1,0
22,1991,6.7,0,1,4242.2907,0,46,9,0,4.2422907
22,1991,6.7,0,1,77539.648,74240.088,53,9,1,3.2995595
22,1991,6.7,0,1,41303.414,41244.493,22,11,1,.0589207
22,1991,6.7,0,0,1956.1674,0,22,10,0,1.9561674
22,1991,6.7,3,1,5513.7996,2403.9648,33,11,1,3.1098348
22,1991,6.7,0,0,12094.064,10841.41,53,7,1,1.2526542
22,1991,6.7,0,0,22236.674,21211.454,45,9,1,1.0252203
22,1991,6.7,2,0,80250,74829.295,21,11,1,5.4207048
22,1991,6.7,4,1,14990.606,10605.727,36,10,0,4.3848789
22,1991,6.7,2,1,6172.533,0,34,7,0,6.172533
22,1991,6.7,1,1,53801.674,53735.683,50,11,1,.06599119
22,1991,6.7,0,1,2710.3524,2710.3524,26,7,0,0
22,1991,6.7,5,1,7070.4846,0,31,10,0,7.0704846
22,1991,6.7,0,1,121479.17,76596.916,24,10,0,44.882258
22,1991,6.7,1,1,6005.1982,0,21,7,0,6.0051982
22,1991,6.7,1,0,47891.927,9545.1542,45,11,1,38.346773
22,1991,6.7,2,1,5656.3877,0,28,11,0,5.6563877
22,1991,6.7,0,0,20068.392,16497.797,49,11,1,3.5705947
22,1991,6.7,1,0,4553.3921,0,21,9,0,4.5533921
22,1991,6.7,0,0,589.20705,0,38,7,0,.58920705
22,1991,6.7,0,1,55149.78,53028.634,51,10,1,2.1211454
22,1991,6.7,0,1,24341.322,11784.141,23,11,0,12.557181
22,1991,6.7,0,1,10417.181,10417.181,49,7,1,0
22,1991,6.7,0,0,135082.79,133202.04,22,11,1,1.8807489
22,1991,6.7,0,0,117027.13,116663,24,11,1,.36412996
22,1991,6.7,0,0,40773.128,40773.128,20,11,0,0
22,1991,6.7,0,0,38086.344,38086.344,42,10,1,0
22,1991,6.7,0,1,17982.599,17770.485,52,9,1,.21211454
22,1991,6.7,0,1,16638.029,10311.123,52,7,1,6.3269053
22,1991,6.7,0,0,47277.974,12981.41,33,0,1,34.296564
22,1991,6.7,3,0,11666.3,3535.2423,37,11,1,8.1310573
22,1991,6.7,0,1,78969.064,73368.062,22,10,0,5.6010022
22,1991,6.7,1,0,63708.601,51850.22,21,11,1,11.858381
22,1991,6.7,0,1,120021.48,12255.507,21,11,1,107.76597
22,1991,6.7,2,1,22805.848,20740.088,25,11,1,2.0657599
22,1991,6.7,0,1,28399.78,28281.938,51,10,1,.11784141
22,1991,6.7,1,1,14140.969,14140.969,43,10,1,0
22,1991,6.7,0,0,20256.938,8755.6167,50,11,0,11.501322
22,1991,6.7,0,1,15971.046,14376.652,46,9,1,1.5943943
22,1991,6.7,5,1,23568.282,23568.282,33,9,1,0
22,1991,6.7,0,1,120021.48,12255.507,41,10,0,107.76597
22,1991,6.7,2,0,10016.52,4713.6564,37,11,1,5.3028634
22,1991,6.7,0,0,0,0,34,11,0,0
22,1991,6.7,1,1,11557.885,4242.2907,35,9,0,7.3155947
22,1991,6.7,1,1,0,0,20,11,0,0
22,1991,6.7,0,0,16497.797,16497.797,41,10,1,0
22,1991,6.7,0,1,17676.211,17676.211,34,7,1,0
22,1991,6.7,0,0,0,0,31,11,0,0
22,1991,6.7,2,1,16540.22,11138.37,45,7,1,5.4018502
22,1991,6.7,0,1,30632.874,27810.573,51,9,1,2.8223018
22,1991,6.7,0,1,35684.736,31887.885,43,7,1,3.7968502
22,1991,6.7,1,0,24053.789,23568.282,28,11,1,.48550661
22,1991,6.7,3,1,5578.6123,0,27,9,0,5.5786123
22,1991,6.7,1,1,5461.9493,1302.1476,30,7,1,4.1598018
22,1991,6.7,2,1,11784.141,0,21,11,0,11.784141
22,1991,6.7,0,1,7211.8943,0,46,7,0,7.2118943
22,1991,6.7,7,0,21055.903,4072.5991,39,7,1,16.983304
22,1991,6.7,1,1,17676.211,17676.211,34,7,1,0
22,1991,6.7,1,1,11896.09,8248.8987,43,9,1,3.6471916
22,1991,6.7,2,0,0,0,27,11,0,0
22,1991,6.7,1,1,20645.815,0,46,10,0,20.645815
22,1991,6.7,0,0,29017.269,27103.524,52,11,1,1.9137445
22,1991,6.7,4,1,7834.0969,0,28,10,0,7.8340969
22,1991,6.7,0,0,20137.919,20033.04,31,11,1,.10487885
